"","name","date","sentiment.value","Party"
"330","James Madison","March 04, 1813",-0.0625,"Democratic-Republican"
"331","James Madison","November 04, 1812",0.0256410256410256,"Democratic-Republican"
"332","James Madison","March 04, 1809",1.20634920634921,"Democratic-Republican"
"333","James Madison","May 23, 1809",1.10714285714286,"Democratic-Republican"
"334","James Madison","November 29, 1809",0.847457627118644,"Democratic-Republican"
"335","James Madison","October 27, 1810",0.416666666666667,"Democratic-Republican"
"336","James Madison","December 05, 1810",0.7,"Democratic-Republican"
"337","James Madison","February 21, 1811",0.375,"Democratic-Republican"
"338","James Madison","November 05, 1811",0.5,"Democratic-Republican"
"339","James Madison","June 19, 1812",1.28571428571429,"Democratic-Republican"
"340","James Madison","July 09, 1812",0.473684210526316,"Democratic-Republican"
"341","James Madison","June 01, 1812",-0.229357798165138,"Democratic-Republican"
"342","James Madison","January 30, 1815",0.268292682926829,"Democratic-Republican"
"343","James Monroe","December 07, 1824",1.40268456375839,"Democratic-Republican"
"344","James Monroe","December 03, 1822",1,"Democratic-Republican"
"345","James Monroe","December 03, 1821",1.36607142857143,"Democratic-Republican"
"346","James Monroe","November 14, 1820",0.934782608695652,"Democratic-Republican"
"347","James Monroe","December 07, 1819",1.23423423423423,"Democratic-Republican"
"348","James Monroe","November 16, 1818",0.901785714285714,"Democratic-Republican"
"349","James Monroe","December 02, 1817",1.21495327102804,"Democratic-Republican"
"350","James Monroe","March 04, 1817",1.43076923076923,"Democratic-Republican"
"351","James Monroe","March 05, 1821",0.928571428571429,"Democratic-Republican"
"352","James Monroe","December 02, 1823",0.91304347826087,"Democratic-Republican"
"353","John Quincy Adams","February 24, 1841",2,"Democratic-Republican"
"354","John Quincy Adams","December 02, 1828",1.07284768211921,"Democratic-Republican"
"355","John Quincy Adams","December 04, 1827",1.1656050955414,"Democratic-Republican"
"356","John Quincy Adams","December 05, 1826",1.3489932885906,"Democratic-Republican"
"357","John Quincy Adams","December 06, 1825",1.78021978021978,"Democratic-Republican"
"358","John Quincy Adams","July 04, 1821",1.61111111111111,"Democratic-Republican"
"359","John Quincy Adams","March 04, 1825",1.21495327102804,"Democratic-Republican"
"360","John Quincy Adams","December 06, 1825",1.57692307692308,"Democratic-Republican"
"361","John Quincy Adams","February 05, 1827",0.348837209302326,"Democratic-Republican"
"362","Andrew Jackson","March 04, 1829",1.33898305084746,"Democrat"
"363","Andrew Jackson","September 18, 1833",0.350649350649351,"Democrat"
"364","Andrew Jackson","April 15, 1834",0.339285714285714,"Democrat"
"365","Andrew Jackson","March 04, 1837",0.972111553784861,"Democrat"
"366","Andrew Jackson","December 21, 1836",0.30188679245283,"Democrat"
"367","Andrew Jackson","December 05, 1836",0.447058823529412,"Democrat"
"368","Andrew Jackson","December 07, 1835",0.979338842975207,"Democrat"
"369","Andrew Jackson","December 01, 1834",0.513698630136986,"Democrat"
"370","Andrew Jackson","April 21, 1834",0.571428571428571,"Democrat"
"371","Andrew Jackson","December 12, 1833",0.75,"Democrat"
"372","Andrew Jackson","December 03, 1833",1.07608695652174,"Democrat"
"373","Andrew Jackson","March 04, 1833",1.46511627906977,"Democrat"
"374","Andrew Jackson","February 15, 1832",0.95,"Democrat"
"375","Andrew Jackson","December 06, 1831",1.10471204188482,"Democrat"
"376","Andrew Jackson","December 04, 1832",0.758454106280193,"Democrat"
"377","Andrew Jackson","December 06, 1832",0,"Democrat"
"378","Andrew Jackson","December 10, 1832",-0.419191919191919,"Democrat"
"379","Andrew Jackson","July 10, 1832",1.15789473684211,"Democrat"
"380","Andrew Jackson","January 16, 1833",0.227488151658768,"Democrat"
"381","Martin Van Buren","March 04, 1837",0.773809523809524,"Democrat"
"382","Martin Van Buren","September 04, 1837",0.221757322175732,"Democrat"
"383","Martin Van Buren","January 05, 1838",1,"Democrat"
"384","Martin Van Buren","December 03, 1838",1.08661417322835,"Democrat"
"385","Martin Van Buren","December 02, 1839",0.485611510791367,"Democrat"
"386","Martin Van Buren","December 05, 1840",0.544186046511628,"Democrat"
"387","Martin Van Buren","January 02, 1841",-0.844444444444444,"Democrat"
"388","Martin Van Buren","December 05, 1837",1.10502283105023,"Democrat"
"389","Martin Van Buren","November 21, 1838",0.269230769230769,"Democrat"
"390","Martin Van Buren","February 16, 1839",-0.245283018867925,"Democrat"
"391","William Harrison","March 04, 1841",0.844036697247706,"Whig"
"392","John Tyler","April 09, 1841",0.492957746478873,"Whig"
"393","John Tyler","June 01, 1841",0.632258064516129,"Whig"
"394","John Tyler","August 16, 1841",0.666666666666667,"Whig"
"395","John Tyler","September 09, 1841",0.43859649122807,"Whig"
"396","John Tyler","March 25, 1842",0.0833333333333333,"Whig"
"397","John Tyler","May 10, 1842",0.32258064516129,"Whig"
"398","John Tyler","August 09, 1842",0.132530120481928,"Whig"
"399","John Tyler","August 11, 1842",1.24409448818898,"Whig"
"400","John Tyler","December 06, 1842",0.599056603773585,"Whig"
"401","John Tyler","December 18, 1844",-0.181818181818182,"Whig"
"402","John Tyler","December 03, 1844",1.30143540669856,"Whig"
"403","John Tyler","June 11, 1844",0.851063829787234,"Whig"
"404","John Tyler","April 09, 1844",0.392857142857143,"Whig"
"405","John Tyler","December 05, 1843",0.803191489361702,"Whig"
"406","John Tyler","December 30, 1842",1.18918918918919,"Whig"
