name,date,sentiment.value
John Tyler,"August 16, 1841",0.666666666666667
John Tyler,"September 09, 1841",0.43859649122807
John Tyler,"March 25, 1842",0.0833333333333333
John Tyler,"May 10, 1842",0.32258064516129
John Tyler,"August 09, 1842",0.132530120481928
John Tyler,"August 11, 1842",1.24409448818898
John Tyler,"December 06, 1842",0.599056603773585
John Tyler,"December 18, 1844",-0.181818181818182
John Tyler,"December 03, 1844",1.30143540669856
John Tyler,"June 11, 1844",0.851063829787234
John Tyler,"April 09, 1844",0.392857142857143
John Tyler,"December 05, 1843",0.803191489361702
John Tyler,"December 30, 1842",1.18918918918919
John Tyler,"December 07, 1841",0.580808080808081
John Tyler,"August 18, 1842",1.05263157894737
John Tyler,"February 20, 1845",-0.358974358974359
James K. Polk,"February 08, 1849",2.18840579710145
James K. Polk,"January 02, 1849",-1.66101694915254
James K. Polk,"December 05, 1848",0.939102564102564
James K. Polk,"August 01, 1848",1
James K. Polk,"July 06, 1848",-1.13636363636364
James K. Polk,"July 04, 1848",2.16666666666667
James K. Polk,"May 29, 1848",0.342105263157895
James K. Polk,"April 03, 1848",2
James K. Polk,"February 22, 1848",1.26666666666667
James K. Polk,"December 07, 1847",0.378640776699029
James K. Polk,"February 13, 1847",-0.0175438596491228
James K. Polk,"May 11, 1846",-0.0833333333333333
James K. Polk,"April 13, 1846",0.1875
James K. Polk,"May 13, 1846",1.69230769230769
James K. Polk,"August 03, 1846",0.259259259259259
James K. Polk,"August 05, 1846",1.4
James K. Polk,"August 07, 1846",0.842105263157895
James K. Polk,"August 08, 1846",0.238095238095238
James K. Polk,"December 08, 1846",0.345890410958904
James K. Polk,"December 29, 1846",-0.571428571428571
James K. Polk,"June 10, 1846",0.636363636363636
James K. Polk,"August 14, 1848",0.188405797101449
Zachary Taylor,"April 22, 1850",1.22727272727273
Zachary Taylor,"March 05, 1849",1.3921568627451
Zachary Taylor,"December 04, 1849",1.08064516129032
Zachary Taylor,"January 23, 1850",1.06122448979592
Millard Fillmore,"August 06, 1850",1.26470588235294
Millard Fillmore,"December 13, 1850",1.89473684210526
Millard Fillmore,"December 13, 1850",2.8
Millard Fillmore,"December 02, 1851",0.806451612903226
Millard Fillmore,"December 02, 1850",0.73936170212766
Millard Fillmore,"February 19, 1851",-0.0131578947368421
Millard Fillmore,"December 06, 1852",1.01293103448276
Franklin Pierce,"December 02, 1856",0.265217391304348
Franklin Pierce,"August 21, 1856",-0.326086956521739
Franklin Pierce,"February 11, 1856",-0.1
Franklin Pierce,"December 31, 1855",0.3
Franklin Pierce,"December 30, 1854",1.3963963963964
Franklin Pierce,"December 04, 1854",0.188
Franklin Pierce,"August 04, 1854",0.736842105263158
Franklin Pierce,"August 01, 1854",0.333333333333333
Franklin Pierce,"March 14, 1854",0.647058823529412
Franklin Pierce,"February 10, 1854",1.13636363636364
Franklin Pierce,"March 04, 1853",0.833333333333333
Franklin Pierce,"December 05, 1853",1.1304347826087
Franklin Pierce,"January 18, 1854",-0.727272727272727
Franklin Pierce,"May 15, 1854",1.08219178082192
Franklin Pierce,"January 24, 1856",0.142857142857143
James Buchanan,"January 08, 1861",-0.116883116883117
James Buchanan,"December 03, 1860",0.461818181818182
James Buchanan,"January 28, 1861",0.769230769230769
James Buchanan,"June 22, 1860",-0.27906976744186
James Buchanan,"May 19, 1860",0.705882352941177
James Buchanan,"March 28, 1860",-0.506493506493506
James Buchanan,"February 24, 1859",1.05194805194805
James Buchanan,"February 18, 1859",-0.976744186046512
James Buchanan,"December 06, 1858",0.441935483870968
James Buchanan,"February 02, 1858",-0.121212121212121
James Buchanan,"March 04, 1857",1.15384615384615
James Buchanan,"December 08, 1857",0.345724907063197
James Buchanan,"December 19, 1859",0.316363636363636
James Buchanan,"March 01, 1861",-0.0476190476190476
Abraham Lincoln,"January 01, 1863",1.52941176470588
Abraham Lincoln,"July 04, 1861",0.0448717948717949
Abraham Lincoln,"December 03, 1861",0.987730061349693
Abraham Lincoln,"March 04, 1865",-0.193548387096774
Abraham Lincoln,"December 06, 1864",0.624161073825503
Abraham Lincoln,"December 08, 1863",0.340909090909091
Abraham Lincoln,"August 26, 1863",-0.442622950819672
Abraham Lincoln,"December 01, 1862",0.392045454545455
Abraham Lincoln,"February 11, 1861",1.28571428571429
Abraham Lincoln,"February 27, 1860",-2.60264900662252
Abraham Lincoln,"June 16, 1858",-0.345679012345679
Abraham Lincoln,"October 16, 1854",-2.28519855595668
Abraham Lincoln,"March 04, 1861",-0.229357798165138
Abraham Lincoln,"November 19, 1863",-0.266666666666667
Andrew Johnson,"April 17, 1865",1.11111111111111
Andrew Johnson,"April 29, 1865",0.416666666666667
Andrew Johnson,"May 02, 1865",0.166666666666667
Andrew Johnson,"May 29, 1865",2
Andrew Johnson,"June 02, 1865",-0.666666666666667
Andrew Johnson,"June 06, 1865",-2.42857142857143
Andrew Johnson,"December 04, 1865",0.902325581395349
Andrew Johnson,"December 18, 1865",0.793103448275862
Andrew Johnson,"February 19, 1866",0.450980392156863
Andrew Johnson,"March 27, 1866",-0.0645161290322581
Andrew Johnson,"July 20, 1868",-0.645161290322581
Andrew Johnson,"July 18, 1868",0.787234042553192
Andrew Johnson,"June 20, 1868",-0.184210526315789
